id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,safety_score,distance_to_public_transportation
1568100300,20140917T000000,350000,6,4,3500,8504,2,0,0,3,7,3500,0,1980,0,98155,47.7351,-122.295,1550,8460,0.466117422,60.07792359
1568100300,20150121T000000,682500,6,4,3500,8504,2,0,0,3,7,3500,0,1980,0,98155,47.7351,-122.295,1550,8460,0.78043966,101.850697
125059179,20140723T000000,510000,6,4,3300,7200,2,0,0,3,8,3300,0,1980,0,98052,47.6798,-122.104,2470,7561,0.550011974,72.56954998
1568100295,20150202T000000,592500,6,4,3500,8504,2,0,0,3,7,3500,0,1980,0,98155,47.7349,-122.295,1550,8460,0.694147237,84.57533807
125059178,20140722T000000,510000,6,4,3300,7480,2,0,0,3,8,3300,0,1980,0,98052,47.6796,-122.104,2470,7561,0.656657624,84.73530187
9265200060,20141007T000000,650000,6,4,3900,9100,2,0,0,3,8,2870,1030,1979,0,98052,47.6612,-122.137,2080,9216,0.803682477,98.63098812
7228501805,20140924T000000,739000,6,4,4000,7500,2,0,0,3,7,4000,0,1978,0,98122,47.6146,-122.306,1380,6298,1.012630851,105.0333669
913000315,20140605T000000,1.30E+06,6,4,3902,3880,3,0,4,4,9,2782,1120,1977,0,98116,47.5837,-122.399,1100,3870,1.716843883,179.782485
3585901085,20140604T000000,2.01E+06,6,4,3810,28176,1,0,4,5,10,3810,0,1969,0,98177,47.7612,-122.381,3810,26400,2.51329557,267.0059563
3876100320,20140905T000000,482500,6,4,2940,7500,1.5,0,0,4,8,2940,0,1966,0,98034,47.7208,-122.182,2010,7500,0.63956163,78.65297536
822059038,20140731T000000,290000,6,4,2810,11214,1,0,0,3,8,2010,800,1958,0,98031,47.4045,-122.197,1940,8349,0.389875368,45.05093294
6169900580,20140709T000000,1.47E+06,6,4,4230,6420,2,0,3,4,8,2360,1870,1916,0,98119,47.6301,-122.369,3450,4085,1.896126575,207.3782758
9808700762,20140611T000000,7.06E+06,5,4,10040,37325,2,1,2,3,11,7680,2360,1940,2001,98004,47.65,-122.214,3930,25449,9.116458166,918.7487621
8106100085,20140509T000000,1.70E+06,5,4,5190,23716,2,0,2,3,11,3390,1800,1987,2000,98040,47.5846,-122.223,4460,22748,2.157857584,229.3004892
3450300280,20150225T000000,460000,5,4,3100,7260,2,0,0,3,8,3100,0,1963,2000,98059,47.5004,-122.162,1650,7700,0.626410099,69.60456449
3343301910,20141020T000000,1.00E+06,5,4,2120,8944,2,1,4,5,8,2120,0,1939,1963,98006,47.5488,-122.197,2870,8944,1.273123966,140.3546657
7853440050,20150505T000000,771005,5,4,4000,6713,2,0,0,3,9,4000,0,2015,0,98024,47.5254,-121.886,3690,6600,0.994458389,118.3679876
2126059295,20140805T000000,995500,5,4,4280,8465,2,0,0,3,10,4280,0,2014,0,98034,47.7325,-122.165,2990,11067,1.312170128,138.8771042
1561750040,20141224T000000,1.38E+06,5,4,4350,13405,2,0,0,3,11,4350,0,2014,0,98074,47.6018,-122.06,3990,7208,1.779923091,183.9094192
42000130,20140924T000000,600000,5,4,4440,9784,2,0,0,3,10,4440,0,2012,0,98168,47.4702,-122.275,2720,10080,0.677530813,94.39547411
1176001310,20150304T000000,2.95E+06,5,4,4340,5722,3,0,4,3,10,4340,0,2010,0,98107,47.6715,-122.406,1770,5250,3.897712739,391.7751052
4100500070,20140527T000000,1.71E+06,5,4,4590,14685,2,0,0,3,10,4590,0,2009,0,98033,47.664,-122.2,3030,9486,2.233442896,226.0719792
1853080640,20140514T000000,966000,5,4,3810,8019,2,0,0,3,10,3810,0,2008,0,98074,47.5915,-122.058,3390,7713,1.282861242,133.3570316
3758900075,20140507T000000,1.53E+06,5,4,4270,8076,2,0,0,3,11,3400,870,2007,0,98033,47.699,-122.206,4100,10631,1.989140762,208.8652454
9253900271,20150107T000000,3.57E+06,5,4,4850,10584,2,1,4,3,10,3540,1310,2007,0,98008,47.5943,-122.11,3470,18270,4.630739194,464.2305177
3629940160,20150311T000000,2.20E+06,5,4,5840,17168,2,0,0,3,12,4570,1270,2006,0,98029,47.5457,-121.991,4850,15017,2.747754122,302.8385691
7853280350,20140512T000000,809000,5,4,4630,6324,2,0,0,3,9,3210,1420,2006,0,98065,47.5382,-121.86,4420,6790,0.944797489,113.5654802
7853280370,20141114T000000,805000,5,4,4600,7810,2,0,0,3,9,3200,1400,2006,0,98065,47.5381,-121.86,4480,6324,1.035330934,120.3093439
1437580600,20150331T000000,1.06E+06,5,4,4140,7924,2,0,0,3,10,4140,0,2005,0,98074,47.6102,-121.993,3960,8410,1.284094348,146.5831521
7237500390,20141110T000000,1.57E+06,5,4,6070,14731,2,0,0,3,11,6070,0,2004,0,98059,47.5306,-122.134,4750,13404,2.007136013,219.0783486
293760310,20140711T000000,975000,5,4,4300,12250,2,0,0,3,10,4300,0,2004,0,98029,47.5557,-122.027,3950,12250,1.14369849,140.2336783
293760210,20140826T000000,998000,5,4,4130,10404,2,0,0,3,10,4130,0,2004,0,98029,47.5556,-122.03,3890,11531,1.256464234,141.420319
5078400160,20140605T000000,1.80E+06,5,4,4400,15580,2,0,0,3,11,3390,1010,2003,0,98004,47.6232,-122.207,2150,14249,2.219633444,245.9641099
9103000393,20140910T000000,1.23E+06,5,4,3732,4426,2.5,0,0,3,10,2932,800,2001,0,98112,47.6189,-122.288,2950,4000,1.594247124,166.5173228
226059096,20141118T000000,1.57E+06,5,4,5220,67319,2,0,0,3,11,5220,0,2001,0,98072,47.7666,-122.128,4190,40609,1.984362706,207.2070091
721049096,20140527T000000,569950,5,4,4850,40902,2,0,0,3,10,4850,0,2001,0,98023,47.3181,-122.344,1640,13503,0.694040707,88.52928938
1888120140,20140709T000000,989000,5,4,4030,13474,2,0,0,3,11,4030,0,2000,0,98075,47.5812,-121.995,3860,12438,1.225051031,145.955159
7579200915,20150401T000000,920000,5,4,3820,5750,2,0,3,3,9,2830,990,2000,0,98116,47.5581,-122.385,1750,5750,1.208751195,133.7908532
853600310,20140828T000000,1.61E+06,5,4,6085,142725,3,0,0,3,11,6085,0,2000,0,98014,47.6085,-121.952,4830,128457,2.098218708,216.3926842
3271800295,20150203T000000,1.57E+06,5,4,5620,5800,3,0,3,3,11,4700,920,1999,0,98199,47.6482,-122.412,2360,5800,2.0939198,214.6752899
8089510170,20141027T000000,935000,5,4,4230,9701,2,0,0,3,10,4230,0,1999,0,98006,47.5444,-122.131,4130,12253,1.222395368,130.1221407
2624059036,20141003T000000,1.60E+06,5,4,5130,43123,2,0,0,3,11,5130,0,1996,0,98006,47.544,-122.126,4670,43560,2.055937519,216.3656135
1525059261,20150505T000000,1.90E+06,5,4,5160,44315,2,0,0,3,12,5160,0,1996,0,98005,47.6568,-122.154,4760,44315,2.497458712,251.5085196
4139450760,20141215T000000,932808,5,4,4690,6705,2,0,0,3,10,3450,1240,1995,0,98006,47.5539,-122.108,4070,11505,1.267692436,126.0966745
624110110,20150222T000000,1.06E+06,5,4,4820,13165,2,0,0,4,11,3950,870,1990,0,98077,47.7295,-122.057,3880,13810,1.357836479,152.7093832
1923000260,20141015T000000,1.96E+06,5,4,6200,23373,3,0,1,4,11,5050,1150,1988,0,98040,47.5632,-122.215,3700,14486,2.486215079,270.2999764
239000155,20150105T000000,707000,5,4,3540,21217,2,0,0,4,8,2940,600,1926,0,98188,47.4274,-122.28,1290,12040,0.915165759,99.61011348
9359100750,20141031T000000,1.40E+06,4,4,3080,10550,2,0,3,3,8,1940,1140,1976,2007,98040,47.5806,-122.244,2780,10550,1.757887424,189.1636227
3025300095,20141009T000000,2.50E+06,4,4,4300,19844,2,0,0,3,11,4300,0,1985,1999,98039,47.6218,-122.237,3070,19845,3.181410639,326.9976328
9272200090,20150204T000000,1.60E+06,4,4,3780,6000,2,0,4,4,11,2770,1010,1910,1977,98116,47.5922,-122.388,2660,6000,1.994048068,223.3093686
6813600605,20150128T000000,1.35E+06,4,4,3420,7440,3,0,0,3,9,3420,0,2014,0,98103,47.6875,-122.33,1360,5580,1.684352847,190.2239363
5317100294,20141113T000000,1.33E+06,4,4,3130,5126,3,0,0,3,10,2450,680,2014,0,98112,47.6239,-122.29,2540,7784,1.790186071,185.9633146
2126059294,20150105T000000,960000,4,4,3720,7746,2,0,0,3,10,3720,0,2014,0,98034,47.7323,-122.165,3080,11067,1.30906388,141.4225915
5416300240,20150202T000000,935000,4,4,5670,84267,2,0,2,3,11,5670,0,2008,0,98010,47.323,-122.044,4100,83729,1.154289865,138.6556494
3623500205,20140513T000000,2.45E+06,4,4,5030,11023,2,0,2,3,11,3250,1780,2008,0,98040,47.5722,-122.236,3640,11490,3.152191566,333.7596763
250000090,20140714T000000,1.75E+06,4,4,4650,7660,2,0,0,3,11,3640,1010,2008,0,98004,47.6349,-122.198,1710,8400,2.24297751,242.5682539
3226069049,20141208T000000,1.24E+06,4,4,5120,41327,2,0,0,3,10,3290,1830,2008,0,98053,47.7009,-122.059,3360,82764,1.61027885,179.1789521
240000269,20150124T000000,530000,4,4,4060,10800,2,0,0,3,10,4060,0,2007,0,98188,47.4241,-122.29,1830,9768,0.602519444,76.76444886
8085400401,20150115T000000,1.90E+06,4,4,4020,9656,2,0,0,3,10,4020,0,2007,0,98004,47.6358,-122.207,1960,9520,2.459415228,263.9251034
1524069044,20141009T000000,1.82E+06,4,4,6380,88714,2,0,0,3,12,6380,0,2006,0,98029,47.5592,-122.015,3040,7113,2.379478942,245.1231386
8835800010,20141223T000000,1.04E+06,4,4,4920,270236,2,0,3,3,10,3820,1100,2006,0,98045,47.4695,-121.775,4920,260924,1.242205709,142.127724
3825310180,20141007T000000,860000,4,4,4040,8400,2,0,0,3,9,3220,820,2006,0,98052,47.7067,-122.131,3940,8400,1.017356701,117.6482267
9412400185,20140619T000000,1.31E+06,4,4,4750,13912,2,0,2,3,10,3600,1150,2005,0,98118,47.5332,-122.265,3600,22124,1.745543652,179.4324559
3629921240,20140728T000000,970000,4,4,3890,5906,2,0,3,3,11,3060,830,2004,0,98029,47.5426,-121.995,4170,6052,1.130504256,144.8304593
7856410411,20140922T000000,1.70E+06,4,4,3860,15246,2,0,4,3,11,2940,920,2004,0,98006,47.56,-122.161,3750,14790,2.104546513,230.4792051
2525049259,20140812T000000,2.19E+06,4,4,4240,13162,2,0,0,3,10,4240,0,2004,0,98039,47.6193,-122.229,3010,12163,2.753102618,297.5276787
3024059057,20150501T000000,1.65E+06,4,4,5550,16065,2,0,0,3,9,3880,1670,2003,0,98040,47.5455,-122.214,3470,16488,2.104841949,226.7889181
7237550310,20140512T000000,1.23E+06,4,4,5420,101930,1,0,0,3,11,3890,1530,2001,0,98053,47.6561,-122.005,4760,101930,1.574523677,172.8035602
5561301220,20140610T000000,589900,4,4,3870,35889,2,0,0,3,10,2530,1340,2001,0,98027,47.4677,-122.01,3020,35366,0.785378898,90.93477195
713500020,20150421T000000,1.39E+06,4,4,4490,24767,2,0,2,3,11,3800,690,1998,0,98006,47.5544,-122.147,3370,32700,1.829391796,185.4236871
1323059143,20150423T000000,915000,4,4,5250,48352,2,0,0,3,10,5250,0,1998,0,98059,47.4858,-122.111,2500,48352,1.204888695,125.6212884
